timestamp,open,high,low,close,volume
2023-09-22,40.8400,40.8400,40.3600,40.3600,77
2023-09-21,40.9800,40.9800,40.8400,40.8400,110
2023-09-20,40.6800,40.6800,40.6800,40.6800,1
2023-09-19,41.1800,41.1800,40.6800,40.6800,3
2023-09-18,41.2400,41.2400,40.6800,40.7600,216
2023-09-15,42.0800,42.0800,41.2100,41.2400,903
2023-09-14,42.2100,42.2100,42.2100,42.2100,0
2023-09-13,42.1900,42.2100,42.1900,42.2100,10
2023-09-12,42.1200,42.2200,42.1200,42.2200,200
2023-09-11,41.4100,42.9700,41.4100,42.9700,230
2023-09-08,43.2800,43.2800,41.5900,41.6000,167
2023-09-06,42.7900,42.7900,41.4800,42.4400,1117
2023-09-05,41.9500,41.9500,41.9500,41.9500,1
2023-09-04,42.2200,42.5400,42.2200,42.4700,4
2023-09-02,42.2300,42.2300,42.2300,42.2300,3
2023-09-01,42.2300,42.2300,42.2300,42.2300,3
2023-08-31,42.2300,42.2300,42.2300,42.2300,0
2023-08-30,42.5900,42.5900,42.2300,42.2300,14
2023-08-29,41.9100,42.2400,41.8400,41.9000,507
2023-08-28,41.6100,41.6300,41.6100,41.6300,4
2023-08-25,42.3700,42.3700,42.3700,42.3700,0
2023-08-24,42.7300,42.7300,42.3700,42.3700,41
2023-08-23,43.0400,43.0400,43.0400,43.0400,0
2023-08-22,43.0000,43.0400,43.0000,43.0400,2
2023-08-21,42.3200,43.3400,42.3200,43.1000,1660
2023-08-18,43.1900,43.1900,43.1900,43.1900,0
2023-08-17,43.1900,43.1900,43.1900,43.1900,0
2023-08-16,43.1900,43.1900,43.1900,43.1900,0
2023-08-15,43.1900,43.1900,43.1900,43.1900,0
2023-08-14,43.1900,43.1900,43.1900,43.1900,0
2023-08-11,43.1900,43.1900,43.1900,43.1900,0
2023-08-10,43.1900,43.1900,43.1900,43.1900,0
2023-08-09,43.2100,43.2100,43.1900,43.1900,2
2023-08-08,42.7100,42.7700,42.4500,42.7700,486
2023-08-07,43.7500,43.7500,43.7500,43.7500,0
2023-08-04,43.7500,43.7500,43.7500,43.7500,0
2023-08-03,43.7500,43.7500,43.7500,43.7500,111
2023-08-02,44.0400,44.0400,43.0900,43.0900,605
2023-08-01,43.9700,44.2400,43.8200,44.0400,2072
2023-07-31,44.6900,44.6900,44.6900,44.6900,1
2023-07-28,44.3200,44.4400,44.1200,44.3900,501
2023-07-27,44.6900,44.6900,44.6900,44.6900,2
2023-07-26,44.7300,44.9500,44.5900,44.9500,7
2023-07-25,44.7900,44.9900,42.3200,44.6500,2431
2023-07-24,44.7900,46.1500,44.7900,46.1500,892
2023-07-21,44.7500,45.6700,44.7500,45.6500,37178
2023-07-20,43.7500,44.7500,43.7500,44.7500,2034
2023-07-19,42.9700,43.0300,42.7600,42.7600,15
2023-07-18,42.7600,43.0200,42.3200,42.8700,18
2023-07-17,43.3900,43.3900,43.1400,43.1400,2
2023-07-14,43.1500,43.4500,43.1500,43.2600,298
2023-07-13,43.0000,43.0000,43.0000,43.0000,0
2023-07-12,43.0300,43.0300,43.0000,43.0000,297
2023-07-11,43.9100,43.9100,43.7700,43.7700,2
2023-07-10,43.5700,43.6800,43.5700,43.6300,42
2023-07-07,43.6600,43.6600,43.3300,43.5700,27
2023-07-06,43.8700,43.8700,43.8700,43.8700,8
2023-07-05,43.0200,43.6100,43.0200,43.4400,16
2023-07-04,43.1500,43.4700,43.1500,43.4700,18
2023-07-03,44.1000,44.1000,43.0200,43.1100,3
2023-06-30,43.8500,44.2000,43.7200,44.0100,1228
2023-06-29,43.5300,43.8200,43.4700,43.6600,498
2023-06-28,43.6200,43.6200,43.5000,43.5000,121
2023-06-27,42.9000,42.9000,42.9000,42.9000,81
2023-06-26,43.0200,43.0200,43.0200,43.0200,3
2023-06-23,43.0200,43.0200,43.0200,43.0200,1
2023-06-22,42.0000,43.3900,42.0000,43.0200,760
2023-06-21,43.2800,43.2800,42.1100,42.2700,173
2023-06-20,42.1000,42.3200,42.1000,42.3200,58
2023-06-16,42.4800,42.4800,42.1500,42.3200,7100
2023-06-15,42.3400,42.3800,42.3400,42.3800,21
2023-06-14,41.6600,41.6600,41.6000,41.6000,968
2023-06-13,40.8500,41.2800,40.8500,41.2200,249
2023-06-12,41.4000,41.4000,41.1800,41.1800,606
2023-06-09,41.6400,41.6400,41.0000,41.4000,265
2023-06-07,41.7300,41.9300,41.5000,41.7600,398
2023-06-06,42.4600,42.4600,41.9300,41.9300,10
2023-06-05,42.4600,42.4600,42.4600,42.4600,7
2023-06-02,42.7300,42.7300,42.7300,42.7300,100
2023-05-30,43.0000,43.0200,42.7300,42.7300,441
2023-05-29,43.3300,43.3300,43.3300,43.3300,1
2023-05-26,43.2000,43.2000,43.2000,43.2000,1
2023-05-25,42.7900,42.7900,42.5000,42.5000,33
2023-05-24,43.1000,43.1000,43.0200,43.1000,115
2023-05-23,44.2900,44.2900,43.8900,43.9000,111
2023-05-19,45.0600,45.1100,45.0600,45.1100,101
2023-05-18,44.8200,44.8200,44.8000,44.8000,5
2023-05-17,45.2700,45.2700,45.2700,45.2700,100
